ID-Lattes	Título	Ano	DOI	Veículo	ISSN	Volume	Fascículo	Serie	P-inicial	P-final	Palavras-chave	Autores	Quantidade-autores
2542913266521798	Access to emergency care services: a transversal ecological study about Brazilian emergency health care network	2017	10.1016/j.puhe.2017.07.013	PUBLIC HEALTH	00333506	153			9	15	['health care', 'Health']	ROCHA, THIAGO AUGUSTO HERNANDES; SILVA, NÚBIA CRISTINA DA; AMARAL, P. V. M.; BARBOSA, ALLAN CLAUDIUS QUEIROZ; ROCHA, J. V. M.; Silva, V. A. A; ALMEIDA, DANTE GRAPIUNA DE; THUME, E.; THOMAZ, ERIKA BÁRBARA ABREU FONSECA; QUEIROZ, REJANE CHRISTINE DE SOUSA; SOUZA, M. R.; LEIN, ADRIANA; TOOMEY, N.; STATON, CATHERINE; VISSSOCI, J. R.; AUGUSTO, L.	16
2542913266521798	Addressing geographic access barriers to emergency care services: a national ecologic study of hospitals in Brazil	2017	10.1186/s12939-017-0645-4	International Journal for Equity in Health	14759276	16		149	2	10	['Small Hospitals', 'Health', 'Emergency Care Services']	ROCHA, T. A. H.; SILVA, N. C.; AMARAL, P. V. M.; BARBOSA, ALLAN CLAUDIUS QUEIROZ; ROCHA, J. V. M.; Silva, V. A. A; ALMEIDA, D. G.; THUME, E.; THOMAZ, ERIKA BÁRBARA ABREU FONSECA; QUEIROZ, REJANE CHRISTINE DE SOUSA; SOUZA, M. R.; LEIN, ADRIANA; LOPES, D. P. T.; STATON, C.; VISSSOCI, J. R.; AUGUSTO, L.	16
2542913266521798	?Terceiro setor?, ?economia social? e ?economia solidária?: laboratório por excelência de inovação social	2017		SOCIOLOGIA (PORTO)	08723419	1		2017	100	121	['Inovações sociais', 'Terceiro Setor']	VIEIRA, N. S.; PARENTE, C.; BARBOSA, A. C. Q.	3
2542913266521798	166 Access to Emergency Care Services in Brazil: A National Ecologic Study of a 6600-Hospital Health Care Network	2017	10.1016/j.annemergmed.2017.07.193	ANNALS OF EMERGENCY MEDICINE	01960644	70		4	S66	S67	['health care', 'Health']	VISSOCI, J.R.N.; ROCHA, T.A.H.; DA SILVA, N.C.; QUEIROZ BARBOSA, A.C.; APPENTENG, R.; THUME, E.; THOMAZ, E.B.A.F.; DE SOUSA QUIEROZ, R.C.; FACCHINI, L.A.; STATON, C.	10
2542913266521798	Spatially Balanced Provision of Health Equipment: a cross-sectional study oriented to the identification of challenges to access promotion	2017	10.1186/s12939-017-0704-x	International Journal for Equity in Health	14759276	16			209		['Health', 'Access']	AMARAL, P. V. M.; ROCHA, T. A. H.; BARBOSA, ALLAN CLAUDIUS QUEIROZ; LEIN, A.; VISSSOCI, J. R.	5
2542913266521798	RECURSOS HUMANOS, COMPETÊNCIAS E DESEMPENHO: (IM)POSSÍVEL ARTICULAÇÃO EM FUNDAÇÃO DE MINAS GERAIS	2017	10.21714/1984-6975FACES2017V16N4ART4128	Revista de Administração Faces Journal	19846975	16		4	27	44	['Gestão de Recursos Humanos', 'competências', 'Desempenho']	CINTRA, L. P.; OLIVEIRA, J. B. E.; BARBOSA, ALLAN CLAUDIUS QUEIROZ; FRANCO, D.	4
2542913266521798	Capacidades Dinâmicas em um Ambiente de Crise: Uma Análise Comparativa de Casos do Setor de Varejo de Vestuário e Calçados	2018	10.5585/ijsm.v17i4.2615	REVISTA IBEROAMERICANA DE ESTRATÉGIA	21760756	17		04	19	37	['Capacidades Dinâmicas']	SANTOS, R. B. M.; LOPES, D. P. T.; GONCALVES, C. A.; BARBOSA, ALLAN CLAUDIUS QUEIROZ	4
2542913266521798	Contribuição para uma agenda política estratégica para a Atenção Primária à Saúde no SUS	2018	10.1590/0103-11042018s128	SAÚDE EM DEBATE	23582898	42		spe1	406	430	['Atenção Primária à Saúde']	SILVA JR., A. G.; BARBOSA, ALLAN CLAUDIUS QUEIROZ; AUGUSTO, L.; GIOVANELLA, L.; SCHILLING, C.; THOME, E.	6
2542913266521798	Geolocalização de internações cadastradas no Sistema de Informações Hospitalares do Sistema Único de Saúde: uma solução baseada no programa estatístico R	2018	10.5123/s1679-49742018000400016	EPIDEMIOLOGIA E SERVICOS DE SAUDE	16794974	27		4	1	10	['Saúde e Gestão', 'SUS', 'Sistema de Informação em Saúde']	Rocha, T. A. H; SILVA, N. C.; AMARAL, P. V. M.; BARBOSA, ALLAN CLAUDIUS QUEIROZ; VISSSOCI, J. R.; THOMAZ, E. B. A. F.; QUEIROZ, R. C. S.; HARRIS, M.; AUGUSTO, L.	9
2542913266521798	Programa Mais Médicos: como avaliar o impacto de uma abordagem inovadora para superação de iniquidades em recursos humanos	2018	10.26633/rpsp.2018.185	REVISTA PANAMERICANA DE SALUD PUBLICA-PAN AMERICAN JOURNAL OF PUBLIC HEALTH	10204989	42			1	8	['Programa Mais Médicos', 'Saúde e Gestão', 'Recursos Humanos em Saúde']	BARBOSA, ALLAN CLAUDIUS QUEIROZ; AMARAL, PEDRO VASCONCELOS; FRANCESCONI, GABRIEL VIVAS; ROSALES, CARLOS; KEMPER, ELISANDRÉA SGUARIO; DA SILVA, NÚBIA CRISTINA; SOARES, JULIANA GOULART NASCIMENTO; MOLINA, JOAQUÍN; ROCHA, THIAGO AUGUSTO HERNANDES	9
2542913266521798	UMA ANÁLISE MULTICASOS DE INOVAÇÕES EM EMPRESAS FAMILIARES BRASILEIRAS E PORTUGUESAS	2018		CADERNO PROFISSIONAL DE ADMINISTRAÇÃO - CPA	22375422	8		1	1	24	['Empresas Familiares', 'Inovação', 'Brasil', 'Portugal', 'Estudo Multicaso']	SANTOS, R. B. M.; SOUZA, E.; GONÇALVES, C. A.; BARBOSA, A. C. Q.	4
2542913266521798	QUALITY SAÚDE ? Uma adaptação transcultural, por especialistas, dos constructos da escala SERVQUAL para a mensuração da satisfação de usuários do SUS	2019		Revista do Serviço Público (Brasília)	00349240	70		2017	325	364	['Saúde', 'Saúde e Gestão']	MOITA, G. F.; RAPOSO, V. M. R.; BARBOSA, A. C. Q.	3
2542913266521798	Contribution to Social Innovation Theory and Practice: Lessons from a Portuguese Association	2017	10.21118/apgs.v10i1.1465	ADMINISTRAÇÃO PÚBLICA E GESTÃO SOCIAL	21755787	10			12		['Innovation', 'Social Innovation']	VIEIRA, NALDEIR DOS SANTOS; BARBOSA, ALLAN CLAUDIUS QUEIROZ; PARENTE, CRISTINA; LOPES, DANIEL PAULINO TEIXEIRA	4
2542913266521798	GESTÃO DE RECURSOS HUMANOS SUSTENTÁVEL E RESPONSABILIDADE SOCIOAMBIENTAL ? UMA AGENDA PARA DEBATES	2019	10.1590/S0034-759020190505	RAE-Revista de Administracao de Empresas	00347590	59		5	353	364	['Gestão de Recursos Humanos']	MASCARENHAS, A. O.; BARBOSA, A. C. Q.	2
2542913266521798	Proposta de metodologia para estimar a área de cobertura potencial por equipes de atenção primária	2019	10.26633/rpsp.2019.47	REVISTA PANAMERICANA DE SALUD PUBLICA (PRINT)	16805348	43			1		['Atenção Primária à Saúde', 'Saúde e Gestão', 'Saúde pública']	ROCHA, THIAGO AUGUSTO HERNANDES; DE ALMEIDA, DANTE GRAPIUNA; DO AMARAL, PEDRO VASCONCELOS MAIA; DA SILVA, NÚBIA CRISTINA; THOMAZ, ERIKA BÁRBARA ABREU FONSECA; QUEIROZ, REJANE CHRISTINE DE SOUSA; BARBOSA, ALLAN CLAUDIUS QUEIROZ; VISSOCI, JOÃO RICARDO NICKENIG	8
2542913266521798	Inovação social em rede no âmbito de um instituto brasileiro	2019	10.12712/rpca.v13i3.28198	REVISTA PENSAMENTO CONTEMPORÂNEO EM ADMINISTRAÇÃO (UFF)	19822596	13		3	50	66	['Inovação', 'Inovações sociais', 'Relações Brasil/Portugal']	VIEIRA, NALDEIR DOS SANTOS; BARBOSA, ALLAN CLAUDIUS QUEIROZ; PARENTE, CRISTINA CLARA RIBEIRO	3
2542913266521798	Fórum/Apresentação - Aprendizagem Organizacional e Competências: entre a Maturidade Acadêmica e a Realidade das Organizações	2004		Revista de Administração de Empresas (RAE)	00347590	44	1		26	26	['Aprendizagem Organizacional', 'Competências Organizacionais']	BARBOSA, A. C. Q.	1
3386402716993689	O tratado comercial Brasil-EUA de 1935 e os interesses industriais brasileiros	1978		REVISTA DE CIENCIA POLITICA		21	1		55	73	[]	D'Araujo, Maria Celina; MOURA, G.	2
3386402716993689	Como vai a política fluminense	1989		Ciência Hoje	01018515	10	58		50	56	[]	D'Araujo, Maria Celina	1
3386402716993689	Entre a Europa e os Estados Unidos: diálogos de Vargas com seu diário	1997		Luso-Brazilian Review	00247413	XXXIV	1		17	41	[]	D'Araujo, Maria Celina	1
3386402716993689	O fio da meada no Diário de Vargas	1996		Estudos Historicos (Rio de Janeiro)	01032186	IX	17		185	203	[]	D'Araujo, Maria Celina	1
3386402716993689	Juizados Especiais de Pequenas Causas: notas sobre a experiência do Rio de Janeiro	1996		Estudos Historicos (Rio de Janeiro)	01032186	IX	18		301	322	[]	D'Araujo, Maria Celina	1
3386402716993689	Los mitos de la prensa y los votos en las eleciones de 1990	1991		Revista de Estudios Políticos	00487694	74	74		277	296	[]	D'Araujo, Maria Celina; SOARES, G. A. D.	2
3386402716993689	Amazônia e desenvolvimento à luz das políticas governamentais: a experiência dos anos 50	1992		Revista Brasileira de Ciências Sociais (Impresso)	01026909	19	19		40	55	[]	D'Araujo, Maria Celina	1
3386402716993689	O PTB no Rio de Janeiro	1992		Revista Brasileira de Estudos Políticos	00347191	79	74/75		183	231	[]	D'Araujo, Maria Celina	1
3386402716993689	A imprensa, os mitos e os votos nas eleições de 1990	1993		Revista Brasileira de Estudos Políticos	00347191	80	76		163	189	[]	SOARES, G. A. D.; D'Araujo, Maria Celina	2
3386402716993689	Multipartidarismo e democracia	1997		Revista Brasileira de Ciências Sociais (Impresso)	01026909	33	33		189	190	[]	D'Araujo, Maria Celina	1
3386402716993689	Parlamentarismo e os conteúdos dos governos	1993		Ciência Hoje	01018515	XV	88		41	45	[]	D'Araujo, Maria Celina	1
3386402716993689	Partidos trabalhistas: reflexões atuais	1990		Estudos Historicos (Rio de Janeiro)	01032186	3	6		196	206	[]	D'Araujo, Maria Celina	1
3386402716993689	A extinção do Imposto Sindical: demandas e contradições	1993		Dados (Rio de Janeiro. Impresso)	00115258	36	2		317	352	[]	D'Araujo, Maria Celina; GOMES, Ângela Maria de Castro	2
3386402716993689	Os mitos de uma eleição	1991		Ciência Hoje	01018515	12	72		10	13	[]	SOARES, G. A. D.; D'Araujo, Maria Celina	2
3386402716993689	Resenha: E no entanto se move: formação e evolução do Estado democrático no Brasil	1996		Revista Brasileira de Estudos Políticos	00347191	83	83		150	153	[]	D'Araujo, Maria Celina	1
3386402716993689	Resenha: O anti-semitismo na Era Vargas	1989		Revista Brasileira de Ciências Sociais (Impresso)	01026909	3	9		95	97	[]	D'Araujo, Maria Celina	1
3386402716993689	Resenha: Rômulo, voltado para o futuro	1987		Ciência e Cultura	00096725	39	11		1099	1100	[]	D'Araujo, Maria Celina	1
3386402716993689	Comentário: Empresariado e trabalhadores em Minas Gerais	1991		Análise & Conjuntura (Belo Horizonte) (Cessou em 1993. Cont. 0101-5826 Fundação JP)	01027085	6	2		101	104	[]	D'Araujo, Maria Celina	1
3386402716993689	Duas visões acerca da obediência política	2000		Antropolítica (UFF)	14147378	5			81	106	[]	D'Araujo, Maria Celina	1
3386402716993689	Como a história oral chegou ao Brasil	1999		História Oral (Rio de Janeiro)	15167658	2			167	180	[]	D'Araujo, Maria Celina	1
3386402716993689	La reforma del Estado en el Brasil o el fin de la era Vargas	1998		Revista de Ciencias Sociales (Quilmes)	03282643	9			225	241	[]	D'Araujo, Maria Celina	1
3386402716993689	Meio século de ACM	2001		Conjuntura Politica		26			-		[]	D'Araujo, Maria Celina	1
3386402716993689	Democracia e novas institucionalidades jurídicas na América Latina	2001		Revista de Administração Pública (Impresso)	00347612	35			145	166	[]	D'Araujo, Maria Celina	1
3386402716993689	Entre o desejável e o possível - cenários de mudança no Brasil	2002		Revista de Administração Pública (Impresso)	00347612	36			145	148	[]	D'Araujo, Maria Celina	1
3386402716993689	Pós modernidade, sexo e gênero nas Forças Armadas	2003		Security and Defense Studies Review	15332535	.			e		[]	D'Araujo, Maria Celina	1
3386402716993689	Transição democrática e Forças Armadas na América Latina	2002		Antropolítica (UFF)	14147378	1/2			7	27	[]	D'Araujo, Maria Celina	1
3386402716993689	A bomba	2005		Nossa História (São Paulo)	16797221	2	24		72	75	[]	D'Araujo, Maria Celina	1
3386402716993689	Lula e o presidente	2005		Conjuntura Economica (Rio de Janeiro)	00105945	59	9		82	82	[]	D'Araujo, Maria Celina	1
3386402716993689	A virtude está no centro?	2006		Conjuntura Economica (Rio de Janeiro)	00105945	60		12	34	35	['eleiçõs e partidos']	D'Araujo, Maria Celina	1
3386402716993689	Getulio Vargas	2006		Política Externa (USP)	15186660	15		2	129	133	[]	D'Araujo, Maria Celina	1
3386402716993689	Eleições e pobreza intelectual	2006		Conjuntura Economica (Rio de Janeiro)	00105945	60		9	18	19	[]	D'Araujo, Maria Celina	1
3386402716993689	Experimentalismos na política	2008		Conjuntura Economica (Rio de Janeiro)	00105945	nov.07			44	51	[]	D'Araujo, Maria Celina	1
3386402716993689	Crônica andina: uma crise apenas anunciada	2008		Conjuntura Economica (Rio de Janeiro)	00105945	abr.08			22	26	[]	D'Araujo, Maria Celina	1
3386402716993689	R. LEVINE, Pai dos pobres?; R. S. Rose. Uma das coisas esquecidas	2004		Cadernos Arquivo Edgard Leuenroth (UNICAMP)	14136597	20/21			291	293	['Getulio Vargas']	D'Araujo, Maria Celina	1
3386402716993689	Sobre partidos e qualidade da democracia no Brasil	2009		Desigualdade & Diversidade (PUCRJ)	19823894	5			217	238	['participação política', 'Partidos Politicos', 'Qualidade da democracia']	D'Araujo, Maria Celina	1
3386402716993689	Social scientists and public administration in the Lula da Silva government	2010		Brazilian Political Science Review	19813821	3		1	11	39	[]	D'Araujo, Maria Celina; Lameirão, Camila	2
3386402716993689	Perspectiva brasileira para os novos aspectos da segurança regional	2010		Cadernos ADENAUER (São Paulo)	15190951	XI-4			61	75	[]	D'Araujo, Maria Celina	1
3386402716993689	PSDB e PT e o Poder Executivo	2011		Desigualdade & diversidade (PUCRJ)	19823894	dez.11			65	100	[]	D'Araujo, Maria Celina	1
3386402716993689	Volta Redonda, the City Steel	2011		Brazilian Political Science Review	19813821	5		1	165	169	[]	D'Araujo, Maria Celina	1
3386402716993689	Déficits democráticos em lento viés de baixa	2009		Conjuntura Economica (Rio de Janeiro)	00105945	63		1	32	35	[]	D'Araujo, Maria Celina	1
3386402716993689	Entrevista com Arnaldo Sussekind	1993		Estudos Historicos (Rio de Janeiro)	01032186	6		11	113	127	[]	D'Araujo, Maria Celina; GOMES, Ângela Maria de Castro	2
3386402716993689	Institucionalidades na defesa sul-americana no início do século XXI	2011		Revista Paraguaya de Sociologia	00350354	48			191	214	[]	D'Araujo, Maria Celina	1
3386402716993689	Desordem e injustiça	1996		Conjuntura Economica (Rio de Janeiro)	00105945	50		5	12	13	[]	D'Araujo, Maria Celina	1
3386402716993689	O homem de um único partido	2005		Cadernos IHU em Formação (UNISINOS)	18077862	1		1	58	61	[]	D'Araujo, Maria Celina	1
3386402716993689	Entrevista com Gláucio Ary Dillon Soares	2008	10.1590/S0103-21862008000200011	Estudos Historicos (Rio de Janeiro)	01032186	21		42	323	349	[]	D'Araujo, Maria Celina; GOMES, Ângela Maria de Castro	2
3386402716993689	Ditadura no Brasil	2005		História Viva (São Paulo)	1679656X	23		2	14	18	[]	D'Araujo, Maria Celina	1
3386402716993689	O estável poder de veto Forças Armadas sobre o tema da anistia política no Brasil	2012	10.1590/S0104-87752012000200006	Varia História (UFMG. Impresso)	01048775	28		48	573	597	[]	D'Araujo, Maria Celina	1
3386402716993689	Matices en las visiones sobre militares y sociedad en América del Sur	2013		Documentos CIDOB	16978137	36		1	8	20	[]	D'Araujo, Maria Celina	1
3386402716993689	Tucanos e petista parceiros na economia	2013		Conjuntura Economica (Rio de Janeiro)	00105945	67		1	16	22	[]	D'Araujo, Maria Celina	1
3386402716993689	Entrevista	2013		Temporalidades	19846150	5		1	14	19	['golpe de 1964 no Brasil', 'autoritarismo']	D'Araujo, Maria Celina	1
3386402716993689	Taking Stock (with discomfort) of the Military Dictatorship Fifty Years after the 1964 Coup: a Bibliographical Essay	2015	10.1590/1981-38212015000300023	Brazilian Political Science Review	19813821	9		3	143	163	[]	D'Araujo, Maria Celina	1
3386402716993689	Perspectivas sobre desenvolvimento democrático e qualidade da democracia: Brasil e América Latina	2016	10.5216/sec.v18i2.42375	Sociedade e Cultura (Online)	19808194	18		2	61	77	['Qualidade da democracia', 'democracia representativa', 'América Latina']	Maria Celina D'Araujo; Ribeiro, Guilherme L.	2
3386402716993689	A persistente primazia política da corporação militar	2017	10.26792/rbed.v3n2.2016.72070	REVISTA BRASILEIRA DE ESTUDOS DE DEFESA	23583932	3		2	41	54	[]	D'Araujo, Maria Celina	1
3386402716993689	É possível ter uma política menos corrupta	2017		CONJUNTURA ECONOMICA (RIO DE JANEIRO)	00105945	1		1	12	16	[]	D'Araujo, Maria Celina	1
3386402716993689	Trajetória socioeducacional dos ministros brasileiros na Nova República (1985-2014)	2018	10.1590/1678-987317266503	Revista de Sociologia e Política	16789873	26		65	39	61	[]	SOARES D?ARAUJO, MARIA CELINA; RIBEIRO, GUILHERME LEITE	2
3386402716993689	Recrutamento e perfil dos dirigentes públicos brasileiros nas áreas econômicas e sociais entre 1995 e 2012	2018	10.1590/0034-761220170111	Revista de Administração Pública (Impresso)	19823134	52		5	840	862	[]	D'Araujo, Maria Celina; Petek, Julia; D'Araujo, Maria Celina	3
3386402716993689	Democracia política como plataforma para a expansão de direitos na América Latina	2019	10.4013/csu.2019.55.1.05	Revista Ciências Sociais Unisinos	21776229	55		1	41	54	[]	D'Araujo, Maria Celina	1
3386402716993689	Democratic governments and military in Latin American: Brazil in a comparative perspective	2004		Security and Defense Studies Review	15332535	4	2		e		[]	D'Araujo, Maria Celina	1
3500104366301286	PROVISÃO PUBLICA E PRIVADA DA INFRA-ESTRUTURA E DESENVOLVIMENTO ECONÔMICO	1997		Nova Economia (UFMG. Impresso)	01036351	7			49	64	['DESENVOLVIMENTO ECONOMICO', 'INFRA-ESTRUTURA']	GARCIA, M. G. P.; BERNARD, A.	2
3500104366301286	UM ESTUDO SOBRE A VOLATILIDADE DO MERCADO FUTURO DE TAXA DE JUROS NO BRASIL	1996		Pesquisa e Planejamento Econômico (Rio de Janeiro)	01000551	26			203	230	['ESTRUTURA A TERMO DAS TAXAS DE JUROS', 'TAXAS DE JUROS', 'POLÍTICA MONETÁRIA']	GARCIA, M. G. P.; ROQUE, E. L.	2
3500104366301286	POLÍTICA MONETÁRIA Y FORMACIÓN DE EXPECTATIVAS DE INFLACIÓN: QUIEN ACERTA MAS, EL GOBIERNO O EL MERCADO FUTURO?	1995		EL TRIMESTRE ECONOMICO		LXII	245		97	128	['INFLAÇAO', 'POLITICA MONETARIA', 'TAXA DE JUROS']	GARCIA, M. G. P.	1
3500104366301286	POLÍTICA MONETÁRIA, DEPÓSITOS COMPULSÓRIOS E INFLAÇÃO	1995		REVISTA DE ECONOMIA POLITICA		15	JUN		113	124	['DEPOSITOS COMPULSORIOS', 'INFLAÇAO', 'POLITICA MONETARIA']	GARCIA, M. G. P.	1
3500104366301286	THE FORMATION OF INFLATION EXPECTATIONS IN BRAZIL: A STUDY OF THE FUTURES MARKET FOR THE PRICE LEVEL	1994		Revista Brasileira de Economia	00347140				47	70	['EXPECTATIVAS', 'INFLAÇAO', 'MERCADO FUTURO']	GARCIA, M. G. P.	1
3500104366301286	UNIT ROOTS IN THE PRESENCE OF ABRUPT GOVERNMENTAL INTERVENTIONS WITH AN APPLICATION TO BRAZILIAN DATA	1999		Journal of Applied Econometrics (Chichester, England)	08837252	14			27	45	['UNIT ROOTS']	GARCIA, M. G. P.; PERRON, P.; CATI, RC	3
3500104366301286	CAPITAL FLOWS TO BRAZIL IN THE NINETIES: MACROECONOMIC ASPECTS AND THE EFFECTIVENESS OF CAPITAL CONTROLS	1998		The Quarterly Review of Economics and Finance	10629769	38	3		319	358	['Capital flows', 'Capital Controls']	GARCIA, M. G. P.; BARCINSKI, A.	2
3500104366301286	Avoiding some costs of inflation and crawling toward hyperinflation: the case of the Brazilian domestic currency substitute	1996		Journal of Development Economics	03043878	51	1		139	159	['Inflação']	GARCIA, M. G. P.	1
3500104366301286	Financiamento a infraestrutura e a retomada do crescimento sustentado	1996		Estudos Econômicos. Instituto de Pesquisas Econômicas	01014161	16	3		5	19	['CRESCIMENTO ECONÔMICO']	GARCIA, M. G. P.	1
3500104366301286	The Fisher Effect in a Signal Extraction Framework	1993		Journal of Development Economics	03043878	41	1		71	94	['efeito Fischer']	GARCIA, M. G. P.	1
3500104366301286	The Corporate Veil Revisited?	1989		Revista de Econometria	01017012	9	2				['POUPANÇA', 'distribuição de dividendos']	GARCIA, M. G. P.	1
3500104366301286	A formação de expectativas Inflacionárias no Brasil: Um Estudo do Efeito Fisher em um Mecanismo de Extração de Sinal	1992		Pesquisa e Planejamento Econômico (Rio de Janeiro)	01000551	21	3		471	510	['expectativas de inflação']	GARCIA, M. G. P.	1
3500104366301286	Um modelo de consistência multissetorial para a economia brasileira	1988		Pesquisa e Planejamento Econômico (Rio de Janeiro)	01000551	18	2				['modelo de consistência multissetorial']	GARCIA, M. G. P.	1
3500104366301286	A regression tree analysis of real interest rate regime changes	2000		Applied Financial Economics (Print)	09603107	10			171	176	['TAXA DE JUROS']	GARCIA, M. G. P.; JONHSON, P. A.	2
3500104366301286	Leilões de títulos da dívida pública pelo Banco Central do Brasil: Um estudo dos fatores condicionantes da dispersão das propostas pelos BC's	2000		Revista de Economia Política	01013157	20	4		8	25	[]	GARCIA, M. G. P.; REZENDE, L. B.	2
3500104366301286	O prêmio de risco da taxa de câmbio no Brasil durante o Plano Real	2001		Revista Brasileira de Economia	00347140	55	2		151	182	[]	GARCIA, M. G. P.; LEANDRO, G. A. O.	2
3500104366301286	Debt management in Brazil: evaluation of the Real Plan and challenges ahead	2002		International Journal Of Finance And Economics		7	1		15	35	[]	BEVILAQUA, A. S.; GARCIA, M. G. P.	2
3500104366301286	Banks, domestic debt and crises: the recent Brazilian experience	2002		Revista de Economia Política	01013157	22	4		85	103	[]	BEVILAQUA, A. S.; GARCIA, M. G. P.	2
3500104366301286	Taxas de juros, risco cambial e risco Brasil	2003		Pesquisa e Planejamento Econômico (Rio de Janeiro)	01000551	33	2		253	297	[]	GARCIA, M. G. P.; BRANDÃO, T. G. D.	2
3500104366301286	Teoria e política monetárias: um comentário	2004		Econômica		6	2		359	366	[]	GARCIA, M. G. P.; ZILBERMAN, E.	2
3500104366301286	Monetary policy during Brazil´s Real Plan: Estimating the Central Bank´s reaction function	2005		Revista Brasileira de Economia	00347140	59	1		61	79	[]	SALGADO, M. J.; GARCIA, M. G. P.; MEDEIROS, M. C.	3
3500104366301286	Tendenciosidade do Mercado Futuro de Câmbio: Risco Cambial ou Erros Sistemáticos de Previsão?	2006		Revista Brasileira de Finanças: RBFin = RBFin: Brazilian Finance Review	19845146	4		2	123	140	[]	GARCIA, M. G. P.; CHRITY, Daniel; MEDEIROS, Marcelo Cunha	3
3500104366301286	El régimen de metas de inflación en Brasil: evaluación y lecciones de política para los países latinoamericanos	2007		Economia UNAM	1665952X	4			47	63	[]	GARCIA, M. G. P.	1
3500104366301286	DispersÃ£o na fixaÃ§Ã£o de preÃ§os no Brasil	2011	10.1590/s0034-71402011000100004	Revista Brasileira de Economia (Impresso)	00347140	65			47	69	[]	GARCIA, M. G. P.; GUILLEN, D.	2
3500104366301286	Identifying the bank lending channel in Brazil through data frequency	2010		Economía (Washington, D.C.)	15297470	10		2	47	80	[]	GARCIA, M. G. P.; MELLO, J.M. P.; COELHO, C. A.	3
3500104366301286	Mercado Futuro E À Vista De Câmbio No Brasil: O Rabo Balança O Cachorro	2012		Revista Brasileira de Economia (Impresso)	00347140	66			21	48	[]	GARCIA, M. G. P.; VENTURA, A.	2
3500104366301286	A gerência recente do endividamento público brasileiro	2012	10.1590/S0101-31572012000200007	Revista de Economia Política (Impresso)	01013157	32		2	260	281	[]	MAIA, P.; GARCIA, M. G. P.	2
3500104366301286	Expectativas desagregadas, credibilidade do Banco Central e Cadeias de Markov	2014	10.1590/S0034-71402014000200003	Revista Brasileira de Economia (Impresso)	00347140	68		2	197	223	[]	GUILLÉN, DIOGO; GARCIA, MÁRCIO	2
3500104366301286	Economic Gains of Realized Volatility in the Brazilian Stock Market	2014		Revista Brasileira de Finanças (Impresso)	16790731	12		3	319	349	[]	SANTOS, F. L.; GARCIA, MÁRCIO; MEDEIROS, Marcelo Cunha	3
3500104366301286	The High Frequency Impact of Macroeconomic Announcements in the Brazilian Futures Markets	2014	10.12660/bre.v99n992016.46421	Brazilian review of econometrics	19802447	99		99	185	222	[]	SANTOS, F. L.; GARCIA, MÁRCIO; MEDEIROS, Marcelo Cunha	3
3500104366301286	Bye, bye financial repression, hello financial deepening: The anatomy of a financial boom	2012	10.1016/j.qref.2011.12.009	The Quarterly Review of Economics and Finance	10629769	52		2	135	153	[]	DE MELLO, JOÃO MANOEL P.; GARCIA, MÁRCIO G.P.	2
3500104366301286	Capital controls in Brazil: Effective?	2016	10.1016/j.jimonfin.2015.08.008	Journal of International Money and Finance	02615606	61			163	187	[]	CHAMON, MARCOS; GARCIA, MÁRCIO	2
3500104366301286	Price Discovery in Brazilian FX Markets	2015	10.12660/bre.v35n12015.46423	Brazilian Review of Econometrics	19802447	35		1	65		[]	SANTOS, FRANCISCO LUNA; GARCIA, MÁRCIO GOMES PINTO; MEDEIROS, Marcelo Cunha	3
3500104366301286	Real-time inflation forecasting with high-dimensional models: The case of Brazil	2017	10.1016/j.ijforecast.2017.02.002	INTERNATIONAL JOURNAL OF FORECASTING	01692070	33		3	679	693	[]	GARCIA, MÁRCIO G.P.; MEDEIROS, MARCELO C.; VASCONCELOS, GABRIEL F.R.	3
3500104366301286	FX interventions in Brazil: A synthetic control approach	2017	10.1016/j.jinteco.2017.05.005	JOURNAL OF INTERNATIONAL ECONOMICS	00221996	108			157	168	[]	CHAMON, MARCOS; GARCIA, MÁRCIO; SOUZA, LAURA	3
3500104366301286	Foreign Currency Debt and Fixed Exchange Rate Regimes: the importance of implicit guarantees against currency devaluations	2017		Working Paper Séries - Banco Central do Brasil (Online)	15183548	459		-	1	30	['exchange rate regimes;', 'foreign currency debt;', 'government guarantees']	JANOT, M. M.; GARCIA, M. G. P.	2
3500104366301286	Política monetária e cambial: algumas lições do período 1991-1994	1995		Estudos Econômicos. Instituto de Pesquisas Econômicas	01014161	25	3		327	353	['POLÍTICA MONETÁRIA', 'POLÍTICA CAMBIAL']	GARCIA, M. G. P.	1
3539564256173485	Análise Exploratória da Perspectiva de Implantação da Filosofia da Qualidade Total Na Administração Pública	1997		Revista de Administração Pública - RAP		31	3		48	58	['Indicadores de Desempenho']	GOMES, R. C.	1
3539564256173485	Análise do Desempenho de Organizações Públicas	1997		Cadernos de Administração					02	10	[]	GOMES, R. C.	1
3539564256173485	Who are the relevant stakeholders to the local government context? Empirical evidences on environmental influences in the decision-making process of English Local Authorities	2005	10.1590/S1415-65552005000500009	Revista de Administração Contemporânea (Impresso)	14156555	9	1	5	177	202	['Administração Pública', 'Planejamento Estratégico', 'Análise de Stakeholders']	Gomes, Ricardo Corrêa	1
